
2023-10-06T00:16:38.639731500
[0, 4, 0, 0, 0, 0, 0, 4, 0, 0]
[0, 0, 4, 0, 4, 0, 4, 0, 4, 4]
[0, 0, 0, 4, 0, 4, 4, 0, 0, 0]
[4, 0, 4, 0, 0, 4, 4, 0, 4, 0]
[0, 0, 4, 0, 0, 4, 0, 4, 0, 4]
[0, 0, 4, 4, 4, 0, 0, 4, 4, 0]
[4, 0, 4, 4, 0, 0, 0, 4, 4, 0]
[0, 0, 0, 0, 4, 4, 4, 0, 0, 4]
[0, 0, 4, 0, 4, 4, 4, 4, 0, 4]
[0, 0, 4, 0, 4, 4, 4, 0, 0, 0]

2023-10-06T00:16:44.652578200
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 0, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 0]
[4, 4, 4, 0, 4, 4, 4, 4, 4, 4]
[0, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 0, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[0, 4, 4, 4, 4, 4, 4, 4, 4, 4]

2023-10-06T00:16:50.654620800
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]

2023-10-06T00:16:56.662642500
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]

2023-10-06T00:17:02.678528300
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]

2023-10-06T00:19:08.774367
[0, 0, 4, 0, 0, 4, 0, 0, 0, 0]
[4, 0, 0, 4, 0, 0, 4, 0, 0, 0]
[0, 0, 0, 0, 0, 4, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 4, 0, 4]
[4, 0, 4, 0, 0, 0, 0, 0, 0, 4]
[0, 0, 0, 4, 0, 0, 4, 0, 0, 4]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[4, 0, 0, 0, 0, 0, 0, 4, 0, 4]
[0, 0, 0, 4, 0, 0, 0, 0, 0, 0]

2023-10-06T00:19:14.778857800
[0, 0, 4, 0, 0, 4, 0, 0, 0, 0]
[4, 0, 0, 4, 0, 0, 4, 0, 4, 0]
[0, 0, 0, 0, 0, 4, 4, 4, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 4, 0, 4]
[0, 0, 0, 0, 0, 0, 0, 4, 4, 4]
[4, 0, 4, 0, 0, 0, 0, 0, 0, 4]
[0, 0, 0, 4, 0, 0, 4, 0, 4, 4]
[0, 4, 4, 0, 0, 4, 0, 0, 0, 4]
[4, 0, 0, 4, 0, 0, 0, 4, 0, 4]
